# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep  8 14:21:51 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1374,234.01,234,12423815,12423815.01,1,,00h10m16.52s,2.5688520,,,-26d16m56.67s,-26.2824080,,,23.0820000,0.111,0.111,0,1,-2.7570000,0.069,0.069,0,1,2458356.0881350,0.001478,0.001478,0,1,2.8392490,0.0003100,0.0003100,0,1,1.4848860,0.1069880,0.1069880,0,1,37161.8945310,2062.7036130,2062.7036130,0,1,20.6701150,1.0265490,1.0265490,0,1,102.2664260,,,,,811.0600590,,,,,14.6253000,0.007,0.007,0,1,249.3450000,4.1010000,4.1010000,0,1,3642.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2018-11-16 21:15:21,2020-03-04 12:58:47
1375,235.01,235,280095254,280095254.01,1,,03h04m47.5s,46.1979140,,,-73d23m46.95s,-73.3963740,,,114.7500000,2.000,2.000,0,1,46.7600000,2.000,2.000,0,1,2458357.2832030,0.000981,0.000981,0,1,10.0902870,0.0000380,0.0000380,0,1,1.7251860,0.0625630,0.0625630,0,1,2380.1806640,100.3348080,100.3348080,0,1,6.0267270,5.8321990,5.8321990,0,1,440.2121580,,,,,1168.2485350,,,,,9.4688000,0.006,0.006,0,1,104.3010000,,,0,1,5454.4199220,77.3270030,77.3270030,0,1,3.4424700,0.1460760,0.1460760,0,1,1.0099700,1.0099700,1.0099700,0,1,2018-11-16 21:15:17,2019-12-17 10:00:02
1376,236.01,236,9727392,9727392.01,1,FP,23h53m46.74s,358.4447340,,,-10d53m05.85s,-10.8849580,,,0.7990000,0.084,0.084,0,1,3.3550000,0.068,0.068,0,1,2458355.3256840,0.000357,0.000357,0,1,4.5344510,0.0001180,0.0001180,0,1,4.9363910,0.0258270,0.0258270,0,1,23574.8437500,144.9073330,144.9073330,0,1,23.1837880,5.0636460,5.0636460,0,1,1003.7032470,,,,,1435.5590820,,,,,11.2932000,0.006,0.006,0,1,502.9270000,18.0460000,18.0460000,0,1,6421.5000000,83.0000000,83.0000000,0,1,4.1900000,0.1600000,0.1600000,0,1,1.4745900,0.3220040,0.3220040,0,1,2018-11-16 21:15:18,2019-12-17 10:00:02
1377,237.01,237,305048087,305048087.01,1,,23h32m58.45s,353.2435380,,,-29d24m59.35s,-29.4164870,,,151.0470000,0.108,0.108,0,1,-333.1940000,0.156,0.156,0,1,2458355.2497560,0.002610,0.002610,0,1,5.4337290,0.0010530,0.0010530,0,1,1.1725850,0.4726310,0.4726310,0,1,6530.7065430,843.5728760,843.5728760,0,1,1.7415870,0.9716890,0.9716890,0,1,3.3240080,,,,,344.3778690,,,,,13.4102000,0.007,0.007,0,1,38.0749000,0.2278500,0.2278500,0,1,3139.0000000,98.0000000,98.0000000,0,1,5.0494400,0.5471670,0.5471670,0,1,0.2140000,0.0490000,0.0490000,0,1,2018-11-16 21:15:14,2019-12-17 10:00:02
1378,238.01,238,9006668,9006668.01,1,,23h16m55.46s,349.2310810,,,-18d36m23.93s,-18.6066460,,,-53.2380000,0.077,0.077,0,1,-0.1950000,0.059,0.059,0,1,2458354.6691890,0.002485,0.002485,0,1,1.2724190,0.0002060,0.0002060,0,1,1.4041120,0.3097720,0.3097720,0,1,438.0190430,49.0837400,49.0837400,0,1,1.6765420,2.0479980,2.0479980,0,1,753.2185060,,,,,1336.1339110,,,,,9.9266010,0.006,0.006,0,1,80.5407000,0.2663500,0.2663500,0,1,5024.0000000,181.0000000,181.0000000,0,1,4.5685000,0.3018300,0.3018300,0,1,0.7868220,0.1092560,0.1092560,0,1,2018-11-16 21:15:44,2019-12-17 10:00:02
1379,239.01,239,9725627,9725627.01,1,KP,23h53m38.03s,358.4084790,,,-10d07m05.22s,-10.1181180,,,-19.2020000,0.117,0.117,0,1,-8.1720000,0.070,0.070,0,1,2458356.9622800,0.000995,0.000995,0,1,4.1570100,0.0003360,0.0003360,0,1,3.9591880,0.0931100,0.0931100,0,1,4851.5107420,104.1318590,104.1318590,0,1,6.3740380,1.2374400,1.2374400,0,1,421.3793330,,,,,1155.5482180,,,,,10.9774000,0.008,0.008,0,1,353.5390000,9.0560000,9.0560000,0,1,6362.5000000,83.0000000,83.0000000,0,1,4.5900000,0.1600000,0.1600000,0,1,0.8950310,0.1717670,0.1717670,0,1,2018-11-16 21:15:45,2020-03-04 13:49:16
1380,240.01,240,101948569,101948569.01,1,,00h59m01.18s,14.7549100,,,-44d09m39.13s,-44.1608690,,,27.3980000,0.030,0.030,0,1,-10.2450000,0.032,0.032,0,1,2458360.1131590,0.003046,0.003046,0,1,19.4724080,0.0043620,0.0043620,0,1,3.4808870,0.4522110,0.4522110,0,1,1645.9526370,140.1237180,140.1237180,0,1,3.0490110,1.4703180,1.4703180,0,1,11.6785710,,,,,471.4842220,,,,,10.7011000,0.006,0.006,0,1,74.8810000,0.1538000,0.1538000,0,1,4333.0000000,173.0000000,173.0000000,0,1,4.5109000,0.3709520,0.3709520,0,1,0.7570500,0.1331450,0.1331450,0,1,2018-11-16 21:15:40,2019-12-17 10:00:02
1381,241.01,241,77031414,77031414.01,1,KP,23h36m40.49s,354.1686960,,,-34d36m40.69s,-34.6113040,,,87.9630000,0.061,0.061,0,1,-8.5560000,0.057,0.057,0,1,2458355.1958010,0.000212,0.000212,0,1,1.3866530,0.0000200,0.0000200,0,1,2.2898760,0.0185710,0.0185710,0,1,14260.6611330,86.7746120,86.7746120,0,1,12.1692980,0.0849400,0.0849400,0,1,2359.6723630,,,,,1777.5943600,,,,,10.9571000,0.006,0.006,0,1,232.9800000,1.7765000,1.7765000,0,1,6286.0000000,196.0000000,196.0000000,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2018-11-16 21:15:40,2020-03-04 13:49:16
1382,242.01,242,120585579,120585579.01,1,FP,00h17m48.34s,4.4514230,,,-38d06m39.08s,-38.1108550,,,-8.1850000,0.091,0.091,0,1,-9.5260000,0.065,0.065,0,1,2458357.7781980,0.000677,0.000677,0,1,6.3403150,0.0003670,0.0003670,0,1,4.2493060,0.0566790,0.0566790,0,1,25410.7031250,265.3863220,265.3863220,0,1,20.5179180,20.5189480,20.5189480,0,1,400.7200930,,,,,1141.1165770,,,,,12.5766000,0.006,0.006,0,1,577.4890000,27.3855000,27.3855000,0,1,6083.0000000,192.0000000,192.0000000,0,1,4.2898300,,,0,1,1.2666000,1.2666000,1.2666000,0,1,2018-11-16 21:15:39,2019-12-17 10:00:02
1383,243.01,243,149010208,149010208.01,1,FP,00h13m34.59s,3.3941150,,,-31d20m03.85s,-31.3344030,,,2.6880000,0.059,0.059,0,1,-1.7540000,0.045,0.045,0,1,2458356.6191410,0.000719,0.000719,0,1,3.4370040,0.0001730,0.0001730,0,1,4.2711610,0.0437360,0.0437360,0,1,15173.1259770,203.2540440,203.2540440,0,1,16.4288560,16.4294890,16.4294890,0,1,867.6339720,,,,,1384.2160640,,,,,11.6810000,0.007,0.007,0,1,709.1750000,18.6355000,18.6355000,0,1,6046.0000000,193.0000000,193.0000000,0,1,4.2963900,2.0043500,2.0043500,0,1,1.2487600,1.2487600,1.2487600,0,1,2018-11-16 21:15:38,2019-12-17 10:00:02
1384,244.01,244,118327550,118327550.01,1,,00h42m16.74s,10.5697540,,,-36d43m04.71s,-36.7179740,,,-155.1860000,0.103,0.103,0,1,45.4450000,0.081,0.081,0,1,2458357.3654790,0.002690,0.002690,0,1,7.3955860,0.0014470,0.0014470,0,1,1.1493980,0.5385230,0.5385230,0,1,1012.4785160,133.8651120,133.8651120,0,1,3.3995110,2.7822520,2.7822520,0,1,20.2320710,,,,,540.9160160,,,,,10.3475000,0.007,0.007,0,1,22.0337000,0.0333500,0.0333500,0,1,3342.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2018-11-16 21:15:39,2019-12-17 10:00:02
1385,245.01,245,154618248,154618248.01,1,,23h03m07s,345.7791680,,,-33d30m01.69s,-33.5004700,,,53.3660000,0.118,0.118,0,1,-19.1580000,0.078,0.078,0,1,2458361.5467530,0.001358,0.001358,0,1,8.7737720,0.0009940,0.0009940,0,1,1.0359610,0.1690750,0.1690750,0,1,1008.0578610,85.3065870,85.3065870,0,1,6.2016220,1.1622140,1.1622140,0,1,278.6519470,,,,,1042.0421140,,,,,8.4410000,0.017,0.017,0,1,126.7307000,6.3691500,6.3691500,0,1,6208.0000000,117.0000000,117.0000000,0,1,4.4380000,,,0,1,1.7510100,0.1932610,0.1932610,0,1,2018-11-16 21:15:37,2019-12-17 10:00:02
1386,246.01,246,158623531,158623531.01,1,KP,01h36m40.29s,24.1678690,,,-50d39m33.51s,-50.6593080,,,-35.3710000,3.695,3.695,0,1,-31.7250000,3.695,3.695,0,1,2458355.7325440,0.000422,0.000422,0,1,7.8728460,0.0001220,0.0001220,0,1,3.7343010,0.0371840,0.0371840,0,1,14870.5429690,109.7686390,109.7686390,0,1,10.9072980,0.1257920,0.1257920,0,1,86.2533420,,,,,777.2553710,,,,,11.2794000,0.006,0.006,0,1,169.2720000,,,0,1,5070.0000000,,,0,1,4.4793300,,,0,1,0.9000000,,,0,1,2018-11-16 21:15:36,2019-12-17 10:00:02
1387,247.01,247,160148385,160148385.01,1,KP,00h04m11.18s,1.0465700,,,-47d21m38.29s,-47.3606350,,,25.5820000,0.039,0.039,0,1,2.3340000,0.038,0.038,0,1,2458354.3199460,0.000573,0.000573,0,1,3.4252390,0.0001330,0.0001330,0,1,2.4468300,0.0425110,0.0425110,0,1,14427.1796880,193.5493470,193.5493470,0,1,13.5693620,0.1697230,0.1697230,0,1,451.8374020,,,,,1175.8862300,,,,,11.9116000,0.006,0.006,0,1,352.4640000,4.6845000,4.6845000,0,1,5540.0000000,,,0,1,4.4213600,,,0,1,1.0500000,,,0,1,2018-11-16 21:15:36,2019-12-17 10:00:02
1388,248.01,248,201793781,201793781.01,1,,02h18m44.23s,34.6842830,,,-54d51m35.01s,-54.8597250,,,93.5320000,0.040,0.040,0,1,12.8940000,0.038,0.038,0,1,2458354.8358150,0.001932,0.001932,0,1,5.9911980,0.0004040,0.0004040,0,1,3.4621710,0.2402670,0.2402670,0,1,498.2803960,33.5058750,33.5058750,0,1,2.8235310,0.6998970,0.6998970,0,1,654.3021240,,,,,1289.9246830,,,,,8.4642000,0.006,0.006,0,1,75.9529000,0.1409000,0.1409000,0,1,5711.7001950,57.0000000,57.0000000,0,1,3.8400000,0.0800000,0.0800000,0,1,1.2221800,0.1134980,0.1134980,0,1,2018-11-16 21:15:34,2019-12-17 10:00:02
1389,249.01,249,179985715,179985715.01,1,,00h56m19.21s,14.0800260,,,-38d56m57.24s,-38.9492340,,,-71.2220000,0.041,0.041,0,1,-122.9390000,0.041,0.041,0,1,2458359.5404050,0.004044,0.004044,0,1,6.6131470,0.0021440,0.0021440,0,1,2.2483440,0.6010130,0.6010130,0,1,1424.7484130,169.9494630,169.9494630,0,1,2.6164610,1.8482530,1.8482530,0,1,34.1372150,,,,,616.4910280,,,,,11.2738000,0.006,0.006,0,1,70.6272000,0.1564500,0.1564500,0,1,4157.0000000,171.0000000,171.0000000,0,1,4.5925700,0.2228820,0.2228820,0,1,0.6754310,0.0643110,0.0643110,0,1,2018-11-16 21:15:34,2019-12-17 10:00:02
1390,250.01,250,184240683,184240683.01,1,KP,23h57m23.77s,359.3490280,,,-41d16m37.99s,-41.2772200,,,7.3300000,0.040,0.040,0,1,-15.9440000,0.046,0.046,0,1,2458355.5081790,0.000305,0.000305,0,1,1.6283930,0.0000340,0.0000340,0,1,2.3761320,0.0273470,0.0273470,0,1,13802.2207030,111.3282010,111.3282010,0,1,12.1821420,0.1402120,0.1402120,0,1,1402.8458250,,,,,1560.8897710,,,,,11.5464000,0.006,0.006,0,1,309.1370000,3.3775000,3.3775000,0,1,5700.0000000,,,0,1,4.3950200,,,0,1,1.0300000,,,0,1,2018-11-16 21:15:34,2019-12-17 10:00:02
1391,251.01,251,224225541,224225541.01,1,,23h32m14.9s,353.0620660,,,-37d15m21.11s,-37.2558630,,,44.6390000,0.074,0.074,0,1,1.9020000,0.070,0.070,0,1,2458357.3057860,0.001781,0.001781,0,1,4.9377120,0.0007330,0.0007330,0,1,2.1962390,0.3343440,0.3343440,0,1,917.1528930,79.0454860,79.0454860,0,1,2.9312460,1.2062660,1.2062660,0,1,278.5202640,,,,,1041.9189450,,,,,9.3258000,0.006,0.006,0,1,99.5230000,0.4355000,0.4355000,0,1,5862.0000000,190.0000000,190.0000000,0,1,4.5178300,0.2621660,0.2621660,0,1,0.9395600,0.1097480,0.1097480,0,1,2018-11-16 21:15:32,2019-12-17 10:00:02
1392,252.01,252,237924601,237924601.01,1,,03h50m12.88s,57.5536530,,,-63d03m14.11s,-63.0539190,,,-7.2000000,6.100,6.100,0,1,-27.8000000,5.500,5.500,0,1,2458354.7200930,0.000731,0.000731,0,1,1.0021920,0.0000280,0.0000280,0,1,0.6332530,0.2471830,0.2471830,0,1,1892.1137700,148.0309750,148.0309750,0,1,3.9042700,5.3276710,5.3276710,0,1,1315.1578370,,,,,1535.9045410,,,,,11.7497000,0.006,0.006,0,1,190.5960000,,,0,1,5071.0000000,181.0000000,181.0000000,0,1,4.4830800,2.0035200,2.0035200,0,1,0.8748220,0.8748220,0.8748220,0,1,2018-11-16 21:15:31,2019-12-17 10:00:02
1393,253.01,253,322063810,322063810.01,1,,00h57m16.44s,14.3185030,,,-51d35m06.9s,-51.5852510,,,102.6550000,0.049,0.049,0,1,-141.1300000,0.041,0.041,0,1,2458355.6129150,0.004283,0.004283,0,1,3.5158160,0.0010430,0.0010430,0,1,2.0012910,0.3278310,0.3278310,0,1,309.1954350,43.0177460,43.0177460,0,1,1.1255710,1.6292900,1.6292900,0,1,85.4389800,,,,,775.4142460,,,,,9.3626000,0.006,0.006,0,1,30.8431000,0.0281000,0.0281000,0,1,4020.0000000,170.0000000,170.0000000,0,1,4.4380000,,,0,1,0.6474600,0.0654000,0.0654000,0,1,2018-11-16 21:15:25,2019-12-17 10:00:02
1394,254.01,254,49687222,49687222.01,1,FA,23h26m49.29s,351.7053830,,,-11d43m32.06s,-11.7255730,,,-27.5940000,2.012,2.012,0,1,-46.0110000,1.058,1.058,0,1,2458360.0733640,0.002667,0.002667,0,1,20.1865390,0.0038070,0.0038070,0,1,1.8665650,0.9092950,0.9092950,0,1,1006.0418090,143.6720580,143.6720580,0,1,3.2839810,4.5203910,4.5203910,0,1,55.7433170,,,,,696.8959960,,,,,9.8343000,0.006,0.006,0,1,133.3143000,,,0,1,6101.0000000,193.0000000,193.0000000,0,1,4.4819600,0.4028470,0.4028470,0,1,1.0185900,0.1924950,0.1924950,0,1,2018-11-16 21:15:20,2020-07-24 12:00:35
1395,255.01,255,204317710,204317710.01,1,KP,23h04m18.02s,346.0750860,,,-21d16m19.26s,-21.2720170,,,-1.4250000,0.048,0.048,0,1,-20.1180000,0.048,0.048,0,1,2458355.9833980,0.001755,0.001755,0,1,2.8120770,0.0003240,0.0003240,0,1,2.8565340,0.1462080,0.1462080,0,1,15289.1103520,605.0289920,605.0289920,0,1,13.7129190,0.6716810,0.6716810,0,1,705.2502440,,,,,1314.3334960,,,,,13.7426000,0.007,0.007,0,1,745.1160000,17.1170000,17.1170000,0,1,5700.0000000,,,0,1,4.3970400,,,0,1,1.1000000,,,0,1,2018-11-16 21:15:18,2019-12-17 10:00:02
1396,256.01,256,92226327,92226327.01,1,KP,00h44m59.67s,11.2486320,,,-15d16m26.79s,-15.2741090,,,317.5850000,0.121,0.121,0,1,-596.6170000,0.085,0.085,0,1,2458389.2852780,0.002133,0.002133,0,1,24.7371200,0.0002500,0.0002500,0,1,1.9582950,0.1903830,0.1903830,0,1,4088.8254390,360.4477230,360.4477230,0,1,1.3693670,0.1004520,0.1004520,0,1,1.2260560,,,,,268.3782650,,,,,11.2991000,0.007,0.007,0,1,14.9861000,0.0152500,0.0152500,0,1,3131.0000000,,,0,1,5.0570100,,,0,1,0.1900000,,,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1397,256.02,256,92226327,92226327.02,2,KP,00h44m59.67s,11.2486320,,,-15d16m26.79s,-15.2741090,,,317.5850000,0.121,0.121,0,1,-596.6170000,0.085,0.085,0,1,2458389.2933350,0.002136,0.002136,0,1,3.7783780,0.0007840,0.0007840,0,1,1.0283380,0.2879000,0.2879000,0,1,3334.7761230,300.7310790,300.7310790,0,1,1.1365540,0.4105580,0.4105580,0,1,4.8767680,,,,,379.0118410,,,,,11.2991000,0.007,0.007,0,1,14.9861000,0.0152500,0.0152500,0,1,3131.0000000,,,0,1,5.0570100,,,0,1,0.1900000,,,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1398,257.01,257,200723869,200723869.01,1,CP,03h10m04.14s,47.5172610,,,-50d49m56.15s,-50.8322630,,,97.9120000,0.052,0.052,0,1,27.9110000,0.082,0.082,0,1,2458385.7760200,0.001050,0.001050,0,1,18.3707300,0.0008000,0.0008000,0,1,6.3190000,0.2670000,0.2670000,0,1,1440.0000000,0.2035510,0.2035510,0,1,6.9594000,0.2984810,0.2984810,0,1,139.5740000,,,,,957.0000000,,,,,7.0286000,0.006,0.006,0,1,76.9028000,0.1948000,0.1948000,0,1,6382.7000000,111.3000000,111.3000000,0,1,4.0500000,0.0800000,0.0800000,0,1,1.7700000,0.0700000,0.0700000,0,1,2018-11-30 22:06:24,2020-05-20 16:00:02
1399,258.01,258,350445771,350445771.01,1,FP,05h41m52.18s,85.4674250,,,-56d44m25.64s,-56.7404550,,,-7.5860000,0.055,0.055,0,1,19.1470000,0.050,0.050,0,1,2458326.8007810,0.001485,0.001485,0,1,3.1903940,0.0001060,0.0001060,0,1,1.8063420,0.0809280,0.0809280,0,1,3437.2436520,208.8758700,208.8758700,0,1,14.7828610,4.9839820,4.9839820,0,1,1888.1846920,,,,,1681.2445070,,,,,11.0932000,0.006,0.006,0,1,530.5550000,6.4035000,6.4035000,0,1,6474.5698240,100.1900020,100.1900020,0,1,4.2636300,0.1844540,0.1844540,0,1,2.1246200,0.7108550,0.7108550,0,1,2018-11-30 22:06:25,2019-12-17 10:00:02
1400,259.01,259,12862099,12862099.01,1,KP,00h15m36.79s,3.9032730,,,-11d56m17.75s,-11.9382640,,,15.2810000,0.079,0.079,0,1,-30.0470000,0.044,0.044,0,1,2458386.5781250,0.000681,0.000681,0,1,2.4238230,0.0001370,0.0001370,0,1,2.2484010,0.0542730,0.0542730,0,1,16167.1787110,301.4226680,301.4226680,0,1,12.2562720,0.2481940,0.2481940,0,1,549.9140620,,,,,1235.0753170,,,,,12.3993000,0.007,0.007,0,1,364.5120000,5.5730000,5.5730000,0,1,5410.0000000,,,0,1,4.4791900,,,0,1,0.9300000,,,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1401,260.01,260,37749396,37749396.01,1,,00h19m05.52s,4.7730180,,,-09d57m58.14s,-9.9661500,,,-36.5930000,0.126,0.126,0,1,-301.4350000,0.062,0.062,0,1,2458392.2944340,0.002570,0.002570,0,1,13.4700180,0.0032360,0.0032360,0,1,1.9983960,0.3439220,0.3439220,0,1,686.5359500,64.5961150,64.5961150,0,1,1.6378810,1.5257680,1.5257680,0,1,11.1386510,,,,,465.9377440,,,,,8.4991000,0.006,0.006,0,1,20.1852000,0.0231500,0.0231500,0,1,4111.0000000,171.0000000,171.0000000,0,1,4.6461000,0.4394090,0.4394090,0,1,0.6315870,0.1338070,0.1338070,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1402,261.01,261,63898957,63898957.01,1,,01h00m52.35s,15.2181410,,,-24d25m26.37s,-24.4239930,,,108.3600000,0.088,0.088,0,1,-11.1980000,0.061,0.061,0,1,2458387.2855220,0.002961,0.002961,0,1,3.3613910,0.0009850,0.0009850,0,1,3.1542150,0.6490770,0.6490770,0,1,422.2404790,41.6411740,41.6411740,0,1,2.7466110,2.4077310,2.4077310,0,1,1484.3229980,,,,,1583.0762940,,,,,9.0397100,0.006,0.006,0,1,114.4950000,0.5545000,0.5545000,0,1,5890.2998050,57.0000000,57.0000000,0,1,3.9200000,0.0800000,0.0800000,0,1,1.3138300,0.1362090,0.1362090,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
1403,261.02,261,63898957,63898957.02,2,,01h00m52.35s,15.2181410,,,-24d25m26.37s,-24.4239930,,,108.3600000,0.088,0.088,0,1,-11.1980000,0.061,0.061,0,1,2458389.7271730,0.003037,0.003037,0,1,13.0393590,0.0043160,0.0043160,0,1,4.9218320,0.5314450,0.5314450,0,1,625.5995480,58.0316580,58.0316580,0,1,3.3482220,1.2696190,1.2696190,0,1,243.5260930,,,,,1007.5256960,,,,,9.0397100,0.006,0.006,0,1,114.4950000,0.5545000,0.5545000,0,1,5890.2998050,57.0000000,57.0000000,0,1,3.9200000,0.0800000,0.0800000,0,1,1.3138300,0.1362090,0.1362090,0,1,2018-11-30 22:06:23,2019-12-17 10:00:02
