# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 20 06:33:19 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Number of Planets
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
801,1705.01,1705,137500798,137500798.01,1,,08h50m32.4s,132.6350120,,,+82d55m37.63s,82.9271200,,,-4.8300000,0.039,0.039,0,1,-17.8920000,0.042,0.042,0,1,2458822.8675000,0.005870,0.005870,0,1,13.2069200,0.0040400,0.0040400,0,1,4.9590000,1.2740000,1.2740000,0,1,790.0000000,3.2790800,3.2790800,0,1,4.7773800,0.3885250,0.3885250,0,1,284.9680000,,,,,1144.0000000,,,,,10.3042000,0.007,0.007,0,1,335.5180000,2.8920000,2.8920000,0,1,6653.0000000,124.9000000,124.9000000,0,1,4.1400000,0.0900000,0.0900000,0,1,1.6700000,0.0700000,0.0700000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
802,1706.01,1706,230377505,230377505.01,1,,19h00m49.34s,285.2056020,,,+60d14m01.22s,60.2336710,,,-15.3490000,0.061,0.061,0,1,-51.1140000,0.057,0.057,0,1,2458685.4832700,0.016760,0.016760,0,1,4.5149100,0.0005900,0.0005900,0,1,2.8340000,0.5870000,0.5870000,0,1,310.0000000,1.2293400,1.2293400,0,1,1.7554300,0.1484380,0.1484380,0,1,321.3960000,,,,,1179.0000000,,,,,10.4860000,0.006,0.006,0,1,161.1850000,0.6570000,0.6570000,0,1,5617.0000000,125.1000000,125.1000000,0,1,4.4700000,0.0800000,0.0800000,0,1,0.9700000,0.0500000,0.0500000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
803,1707.01,1707,240148934,240148934.01,1,,06h45m31.72s,101.3821680,,,+31d27m55.92s,31.4655330,,,18.6990000,0.081,0.081,0,1,-28.3820000,0.068,0.068,0,1,2458843.2667700,0.004010,0.004010,0,1,2.0236500,0.0007500,0.0007500,0,1,2.5850000,0.4480000,0.4480000,0,1,1710.0000000,2.4042900,2.4042900,0,1,5.9647200,0.3813780,0.3813780,0,1,2411.5400000,,,,,1952.0000000,,,,,10.3135000,0.006,0.006,0,1,291.0070000,5.6945000,5.6945000,0,1,6582.0000000,123.8000000,123.8000000,0,1,4.2400000,0.0900000,0.0900000,0,1,1.4800000,0.0700000,0.0700000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
804,1708.01,1708,241173474,241173474.01,1,,07h44m25.75s,116.1072910,,,+43d00m32.68s,43.0090790,,,-0.4370000,0.074,0.074,0,1,-27.3250000,0.041,0.041,0,1,2458853.1211000,0.001540,0.001540,0,1,11.4419200,0.0009900,0.0009900,0,1,3.8410000,0.6370000,0.6370000,0,1,5510.0000000,3.1115400,3.1115400,0,1,9.6424500,0.4986730,0.4986730,0,1,170.2620000,,,,,1006.0000000,,,,,10.3880000,0.006,0.006,0,1,235.7820000,2.5055000,2.5055000,0,1,6259.0000000,123.6000000,123.6000000,0,1,4.3400000,0.0800000,0.0800000,0,1,1.2400000,0.0600000,0.0600000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
805,1709.01,1709,29119552,29119552.01,1,,07h54m31.16s,118.6298310,,,+45d48m28.23s,45.8078410,,,3.5260000,0.153,0.153,0,1,-40.4160000,0.097,0.097,0,1,2458849.5719800,0.000510,0.000510,0,1,7.6289700,0.0003800,0.0003800,0,1,3.2480000,0.2220000,0.2220000,0,1,10890.0000000,2.3282900,2.3282900,0,1,18.3832000,1.0856100,1.0856100,0,1,301.1040000,,,,,1160.0000000,,,,,10.2061000,0.006,0.006,0,1,268.6550000,8.5060000,8.5060000,0,1,6157.0000000,134.0000000,134.0000000,0,1,4.1000000,0.0900000,0.0900000,0,1,1.6000000,0.0900000,0.0900000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
806,171.01,171,309257814,309257814.01,1,,08h17m04.66s,124.2694280,,,-63d12m48.25s,-63.2134030,,,-13.5110000,0.045,0.045,0,1,19.4800000,0.037,0.037,0,1,2458570.4067380,0.000747,0.000747,0,1,1.2385960,0.0000620,0.0000620,0,1,1.7952320,0.0682920,0.0682920,0,1,15470.9189450,496.2855530,496.2855530,0,1,14.7693500,3.0510950,3.0510950,0,1,1996.5937500,,,,,1704.8735350,,,,,11.6626000,0.006,0.006,0,1,256.3450000,1.4630000,1.4630000,0,1,5237.0000000,183.0000000,183.0000000,0,1,4.2427000,0.4229700,0.4229700,0,1,1.1844900,0.2397160,0.2397160,0,1,2018-09-05 18:34:59,2019-12-17 10:00:02
807,171.02,171,309257814,309257814.02,2,,08h17m04.66s,124.2694280,,,-63d12m48.25s,-63.2134030,,,-13.5110000,0.045,0.045,0,1,19.4800000,0.037,0.037,0,1,2458569.7664790,0.003086,0.003086,0,1,1.8141180,0.0003940,0.0003940,0,1,1.4241610,0.2213290,0.2213290,0,1,7138.9799800,1064.7681880,1064.7681880,0,1,14.7329040,24.6612660,24.6612660,0,1,1200.3519290,,,,,1501.2288820,,,,,11.6626000,0.006,0.006,0,1,256.3450000,1.4630000,1.4630000,0,1,5237.0000000,183.0000000,183.0000000,0,1,4.2427000,0.4229700,0.4229700,0,1,1.1844900,0.2397160,0.2397160,0,1,2019-06-05 19:57:35,2019-12-17 10:00:02
808,1710.01,1710,445805961,445805961.01,1,,06h17m08.12s,94.2838370,,,+76d12m39.67s,76.2110200,,,59.8370000,0.037,0.037,0,1,55.6100000,0.044,0.044,0,1,2458836.9649600,0.001070,0.001070,0,1,24.2831300,0.0014200,0.0014200,0,1,5.2770000,0.3520000,0.3520000,0,1,3070.0000000,0.6319050,0.6319050,0,1,5.4060300,0.2766380,0.2766380,0,1,35.7097000,,,,,681.0000000,,,,,8.9134000,0.006,0.006,0,1,81.2271000,0.1769500,0.1769500,0,1,5675.0000000,125.8000000,125.8000000,0,1,4.4600000,0.0800000,0.0800000,0,1,0.9800000,0.0500000,0.0500000,0,1,2020-02-19 00:44:40,2020-02-20 12:00:20
809,1711.01,1711,461662295,461662295.01,1,FP,08h17m47.2s,124.4466640,,,+51d00m37.33s,51.0103700,,,-39.0080000,0.057,0.057,0,1,-48.9080000,0.044,0.044,0,1,2458844.8546600,0.004720,0.004720,0,1,10.2558000,0.0046000,0.0046000,0,1,5.0880000,0.3090000,0.3090000,0,1,5740.0000000,0.9231770,0.9231770,0,1,7.4468300,0.4050570,0.4050570,0,1,126.8590000,,,,,934.0000000,,,,,9.9287100,0.006,0.006,0,1,112.9780000,0.4275000,0.4275000,0,1,5326.0000000,120.0000000,120.0000000,0,1,4.4300000,0.0800000,0.0800000,0,1,0.9700000,0.0500000,0.0500000,0,1,2020-02-19 00:44:40,2020-03-04 12:58:47
810,1712.01,1712,67926921,67926921.01,1,FP,08h31m46.97s,127.9457020,,,+44d49m56.33s,44.8323140,,,-1.5270000,0.064,0.064,0,1,-6.5980000,0.050,0.050,0,1,2458843.6650000,0.001240,0.001240,0,1,3.5668100,0.0003300,0.0003300,0,1,4.2410000,0.2940000,0.2940000,0,1,4060.0000000,1.0857400,1.0857400,0,1,20.5438000,0.9242160,0.9242160,0,1,2255.8800000,,,,,1919.0000000,,,,,9.9841000,0.006,0.006,0,1,574.2640000,13.7920000,13.7920000,0,1,6831.4000000,98.6000000,98.6000000,0,1,3.6100000,0.0900000,0.0900000,0,1,3.1700000,0.1300000,0.1300000,0,1,2020-02-19 00:44:40,2020-04-17 12:00:27
811,1713.01,1713,15863518,15863518.01,1,,06h42m04.94s,100.5205950,,,+39d50m34.45s,39.8429040,,,-9.8960000,0.090,0.090,0,1,-64.2580000,0.079,0.079,0,1,2458842.7120880,0.001058,0.001058,0,1,0.5572010,0.0000410,0.0000410,0,1,0.8046590,0.0882180,0.0882180,0,1,1282.3025370,219.0485800,219.0485800,0,1,4.6536900,2.1215690,2.1215690,0,1,3415.8258310,,,,,1949.8162210,,,,,10.6180000,0.006,0.006,0,1,138.3710000,0.9300000,0.9300000,0,1,5097.6000000,102.7000000,102.7000000,0,1,4.4200000,0.0800000,0.0800000,0,1,0.9460000,0.0538690,0.0538690,0,1,2020-02-19 23:47:12,2020-02-20 12:00:20
812,1714.01,1714,239154970,239154970.01,1,KP,07h32m44.22s,113.1842380,,,+33d50m06.08s,33.8350210,,,0.0960000,0.073,0.073,0,1,-2.6470000,0.070,0.070,0,1,2458845.9897390,0.000354,0.000354,0,1,3.4744690,0.0000990,0.0000990,0,1,4.3553130,0.0322580,0.0322580,0,1,12126.9417440,82.2527500,82.2527500,0,1,18.8242770,0.7854410,0.7854410,0,1,1924.7337610,,,,,1689.3219130,,,,,10.7131000,0.008,0.008,0,1,396.1100000,7.5075000,7.5075000,0,1,6642.3000000,107.3000000,107.3000000,0,1,4.1400000,0.0900000,0.0900000,0,1,1.6693700,0.0687890,0.0687890,0,1,2020-02-19 23:47:12,2020-02-20 10:00:02
813,1715.01,1715,142090065,142090065.01,1,,05h16m17.64s,79.0735050,,,+79d44m15.82s,79.7377270,,,-6.3820000,0.051,0.051,0,1,13.1030000,0.066,0.066,0,1,2458816.9369800,0.002490,0.002490,0,1,2.8275910,0.0002320,0.0002320,0,1,1.1584300,0.1055260,0.1055260,0,1,1067.1276520,71.6512760,71.6512760,0,1,5.5510720,0.4151550,0.4151550,0,1,2457.8682820,,,,,1795.8059280,,,,,9.0124900,0.006,0.006,0,1,182.9070000,1.2905000,1.2905000,0,1,7072.0000000,131.2000000,131.2000000,0,1,4.2800000,0.0900000,0.0900000,0,1,1.5058100,0.0587260,0.0587260,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
814,1716.01,1716,14336130,14336130.01,1,,07h00m20s,105.0833290,,,+56d49m27.1s,56.8241940,,,50.8400000,0.088,0.088,0,1,-55.9180000,0.062,0.062,0,1,2458843.8460370,0.003091,0.003091,0,1,8.0884170,0.0016610,0.0016610,0,1,3.3262140,0.6752160,0.6752160,0,1,480.4348440,42.0233350,42.0233350,0,1,2.7416670,2.3931820,2.3931820,0,1,251.4395530,,,,,1015.6127600,,,,,8.8289700,0.006,0.006,0,1,104.1580000,0.8100000,0.8100000,0,1,5878.6000000,140.7000000,140.7000000,0,1,4.2800000,0.0800000,0.0800000,0,1,1.2351700,0.0676980,0.0676980,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
815,1717.01,1717,149833117,149833117.01,1,,06h58m30.85s,104.6285460,,,+67d40m38.41s,67.6773360,,,1.2140000,0.053,0.053,0,1,9.7110000,0.059,0.059,0,1,2458843.5473310,0.000424,0.000424,0,1,4.0521730,0.0001170,0.0001170,0,1,2.6166250,0.0246160,0.0246160,0,1,8564.5706330,162.9267900,162.9267900,0,1,13.9280720,0.6210140,0.6210140,0,1,1009.7036080,,,,,1437.6998470,,,,,9.5233900,0.006,0.006,0,1,188.0860000,1.8950000,1.8950000,0,1,6578.0000000,122.8000000,122.8000000,0,1,4.3100000,0.0900000,0.0900000,0,1,1.3554900,0.0586930,0.0586930,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
816,1718.01,1718,257241363,257241363.01,1,,07h28m04.33s,112.0180250,,,+30d19m18.24s,30.3217320,,,-22.0400000,0.069,0.069,0,1,-155.8840000,0.063,0.063,0,1,2458848.0271330,0.000695,0.000695,0,1,5.5869470,0.0003720,0.0003720,0,1,2.9314270,0.1104320,0.1104320,0,1,1855.0850210,44.7162930,44.7162930,0,1,4.0423420,0.4767450,0.4767450,0,1,182.5801390,,,,,937.5255940,,,,,8.2558000,0.006,0.006,0,1,52.3044000,0.0936000,0.0936000,0,1,5378.0000000,134.6000000,134.6000000,0,1,4.4600000,0.0800000,0.0800000,0,1,0.9392850,0.0550380,0.0550380,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
817,1719.01,1719,293617835,293617835.01,1,,09h01m11.39s,135.2974620,,,+55d51m35.78s,55.8599400,,,-9.6710000,0.315,0.315,0,1,-1.0080000,0.274,0.274,0,1,2458844.1937880,0.001695,0.001695,0,1,2.7567920,0.0003480,0.0003480,0,1,1.3212870,0.3033600,0.3033600,0,1,340.8061930,31.3288230,31.3288230,0,1,7.8309630,8.8279160,8.8279160,0,1,13276.0371420,,,,,2737.7063560,,,,,7.7649000,0.006,0.006,0,1,227.7540000,10.2645000,10.2645000,0,1,6096.4000000,111.7000000,111.7000000,0,1,3.2600000,0.0900000,0.0900000,0,1,4.1654700,0.2574470,0.2574470,0,1,2020-02-19 23:47:13,2020-04-26 12:00:27
818,172.01,172,29857954,29857954.01,1,CP,21h06m31.65s,316.6318790,,,-26d41m34.31s,-26.6928650,,,-4.7110000,0.094,0.094,0,1,-54.2500000,0.069,0.069,0,1,2458326.9196780,0.005290,0.005290,0,1,9.4757200,0.0031600,0.0031600,0,1,4.7090000,0.3820000,0.3820000,0,1,4225.9399410,5.5800000,5.5800000,0,1,12.1917000,1.0690000,1.0690000,0,1,187.6369930,,,,,1031.0000000,,,,,10.7379000,0.006,0.006,0,1,342.8310000,7.2210000,7.2210000,0,1,5801.7998050,235.6000060,235.6000060,0,1,4.3200000,2.0000000,2.0000000,0,1,1.7000000,0.1400000,0.1400000,0,1,2018-09-05 18:34:59,2019-12-17 10:00:02
819,1720.01,1720,356473034,356473034.01,1,KP,07h48m06.42s,117.0267690,,,+50d13m30.53s,50.2251470,,,-29.7310000,0.083,0.083,0,1,-154.2720000,0.050,0.050,0,1,2458843.2186790,0.000447,0.000447,0,1,2.6158260,0.0000820,0.0000820,0,1,2.6530410,0.0411690,0.0411690,0,1,13160.5086070,148.8120000,148.8120000,0,1,12.3839920,0.9196530,0.9196530,0,1,629.0995840,,,,,1277.3196670,,,,,10.4467000,0.006,0.006,0,1,154.2730000,1.4460000,1.4460000,0,1,5267.0000000,152.7000000,152.7000000,0,1,4.3200000,0.1000000,0.1000000,0,1,1.0849500,0.0780120,0.0780120,0,1,2020-02-19 23:47:13,2020-02-20 10:00:02
820,1721.01,1721,51234631,51234631.01,1,KP,07h21m33.13s,110.3880280,,,+58d16m05.19s,58.2681090,,,-16.9890000,0.056,0.056,0,1,5.3100000,0.050,0.050,0,1,2458846.1301680,0.000439,0.000439,0,1,4.1248780,0.0001420,0.0001420,0,1,4.4254540,0.0353450,0.0353450,0,1,8498.9010370,64.8393550,64.8393550,0,1,15.2551470,0.8612610,0.8612610,0,1,1273.7116660,,,,,1523.6581220,,,,,10.1653000,0.006,0.006,0,1,272.6550000,2.8845000,2.8845000,0,1,6304.0000000,139.5000000,139.5000000,0,1,4.1100000,0.0900000,0.0900000,0,1,1.6225000,0.0905750,0.0905750,0,1,2020-02-19 23:47:13,2020-02-20 10:00:02
821,1722.01,1722,85242435,85242435.01,1,,07h37m22.85s,114.3452130,,,+61d09m14.13s,61.1539250,,,-8.6200000,0.053,0.053,0,1,-58.8530000,0.053,0.053,0,1,2458844.1106000,0.001667,0.001667,0,1,9.6066660,0.0013000,0.0013000,0,1,3.9346120,0.2348520,0.2348520,0,1,1588.4256740,102.0137400,102.0137400,0,1,4.4311510,0.6317610,0.6317610,0,1,175.7927960,,,,,928.6883940,,,,,9.5268200,0.006,0.006,0,1,136.4190000,0.8415000,0.8415000,0,1,6137.0000000,125.2000000,125.2000000,0,1,4.4300000,0.0800000,0.0800000,0,1,1.0941400,0.0497040,0.0497040,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
822,1723.01,1723,71431780,71431780.01,1,,07h47m11.33s,116.7971980,,,+68d28m36.07s,68.4766850,,,5.0400000,0.030,0.030,0,1,12.3260000,0.046,0.046,0,1,2458852.7070620,0.002917,0.002917,0,1,13.7160570,0.0040990,0.0040990,0,1,4.4315140,0.4822380,0.4822380,0,1,820.2392220,60.2873900,60.2873900,0,1,3.1569700,1.1144140,1.1144140,0,1,91.5801680,,,,,788.9874750,,,,,9.0994200,0.006,0.006,0,1,100.7270000,0.2915000,0.2915000,0,1,5777.0000000,124.9770000,124.9770000,0,1,4.3803500,0.0725400,0.0725400,0,1,1.0872500,0.0521100,0.0521100,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
823,1724.01,1724,81212286,81212286.01,1,,08h28m07.82s,127.0325970,,,+56d25m39.1s,56.4275290,,,-88.8140000,0.053,0.053,0,1,-7.6450000,0.052,0.052,0,1,2458843.0278210,0.002023,0.002023,0,1,0.6850810,0.0000990,0.0000990,0,1,1.0565890,0.5722770,0.5722770,0,1,2675.7176660,338.9621600,338.9621600,0,1,1.9806360,2.0170250,2.0170250,0,1,170.8295330,,,,,922.0627730,,,,,12.5070000,0.008,0.008,0,1,58.3171000,0.1227000,0.1227000,0,1,3541.0000000,157.0000000,157.0000000,0,1,4.8452000,0.0021220,0.0021220,0,1,0.3800190,0.0113950,0.0113950,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
824,1725.01,1725,86396382,86396382.01,1,KP,06h30m32.79s,97.6366450,,,+29d40m20.16s,29.6722660,,,-1.5800000,0.068,0.068,0,1,-6.9580000,0.058,0.058,0,1,2458843.0051840,0.000216,0.000216,0,1,1.0914100,0.0000160,0.0000160,0,1,2.9629050,0.0171880,0.0171880,0,1,15542.0386450,76.2431100,76.2431100,0,1,22.2784880,1.0391450,1.0391450,0,1,8220.7903810,,,,,2428.5561170,,,,,11.0967000,0.013,0.013,0,1,427.2460000,5.9855000,5.9855000,0,1,6154.0000000,105.6820000,105.6820000,0,1,4.0204600,0.0803030,0.0803030,0,1,1.7494200,0.0811610,0.0811610,0,1,2020-02-19 23:47:13,2020-02-20 10:00:02
825,1726.01,1726,130181866,130181866.01,1,CP,07h49m55.05s,117.4793700,,,+27d21m47.28s,27.3631340,,,-10.0270000,0.085,0.085,0,1,-11.3140000,0.049,0.049,0,1,2458845.3728180,0.001305,0.001305,0,1,7.1081530,0.0006510,0.0006510,0,1,3.2273440,0.2312160,0.2312160,0,1,558.0083280,34.7959200,34.7959200,0,1,2.1585850,0.6568950,0.6568950,0,1,145.5646680,,,,,885.8980440,,,,,6.2683000,0.006,0.006,0,1,22.4035000,0.0225000,0.0225000,0,1,5694.1100000,153.4290000,153.4290000,0,1,4.5310800,0.0854520,0.0854520,0,1,0.9029320,0.0547110,0.0547110,0,1,2020-02-19 23:47:13,2020-05-04 12:00:25
826,1726.02,1726,130181866,130181866.02,2,CP,07h49m55.05s,117.4793700,,,+27d21m47.28s,27.3631340,,,-10.0270000,0.085,0.085,0,1,-11.3140000,0.049,0.049,0,1,2458844.0577050,0.001101,0.001101,0,1,20.5459130,0.0014740,0.0014740,0,1,4.0250710,0.1942010,0.1942010,0,1,838.6272330,47.2817040,47.2817040,0,1,2.6359700,0.4723430,0.4723430,0,1,35.3533930,,,,,621.9099760,,,,,6.2683000,0.006,0.006,0,1,22.4035000,0.0225000,0.0225000,0,1,5694.1100000,153.4290000,153.4290000,0,1,4.5310800,0.0854520,0.0854520,0,1,0.9029320,0.0547110,0.0547110,0,1,2020-02-20 19:59:15,2020-05-04 12:00:25
827,1727.01,1727,241225337,241225337.01,1,,06h14m14.05s,93.5585490,,,+53d08m09.33s,53.1359250,,,2.1930000,0.083,0.083,0,1,-57.1320000,0.084,0.084,0,1,2458842.6396670,0.002917,0.002917,0,1,1.8327920,0.0003590,0.0003590,0,1,1.4626770,0.5404720,0.5404720,0,1,502.1072570,68.5762600,68.5762600,0,1,2.2744700,3.3441460,3.3441460,0,1,989.3120200,,,,,1430.3854080,,,,,9.7514900,0.007,0.007,0,1,115.3620000,0.6130000,0.6130000,0,1,5566.0000000,147.0290000,147.0290000,0,1,4.4400600,0.0766210,0.0766210,0,1,0.9886900,0.0525880,0.0525880,0,1,2020-02-19 23:47:13,2020-02-20 12:00:20
828,1728.01,1728,285048486,285048486.01,1,,08h02m26.8s,120.6116790,,,+64d47m49.75s,64.7971530,,,104.0780000,0.044,0.044,0,1,52.9200000,0.046,0.046,0,1,2458843.2748890,0.000591,0.000591,0,1,3.4915670,0.0001410,0.0001410,0,1,1.8904220,0.0834250,0.0834250,0,1,5520.4764370,110.4404750,110.4404750,0,1,4.6994320,0.3616000,0.3616000,0,1,57.0196250,,,,,700.8512290,,,,,10.7921000,0.007,0.007,0,1,60.7980000,0.1363500,0.1363500,0,1,3907.0000000,157.0000000,157.0000000,0,1,4.6234600,0.0113650,0.0113650,0,1,0.6331540,0.0187020,0.0187020,0,1,2020-02-19 23:47:13,2020-05-04 12:00:25
829,1729.01,1729,298666530,298666530.01,1,FP,18h33m35.98s,278.3999110,,,+58d12m19.9s,58.2055290,,,11.7630000,0.347,0.347,0,1,135.7240000,0.430,0.430,0,1,2458842.5057150,0.001358,0.001358,0,1,0.5732090,0.0000590,0.0000590,0,1,0.4582380,0.1488970,0.1488970,0,1,432048.7343960,103577.0160000,103577.0160000,0,1,68.4077150,20.3963660,20.3963660,0,1,5477.7939690,,,,,2194.1745480,,,,,18.3324000,0.016,0.016,0,1,151.3830000,4.6320000,4.6320000,0,1,5780.0000000,,,0,1,4.4380000,,,0,1,1.0000000,,,0,1,2020-02-19 23:47:13,2020-04-13 12:00:24
